position,num_vesicles,area_vesicles,area_percent,batch
E17,2,456.7090320156161,0.000435551673904,Soup solution
E18,0,0.0,0.0,Soup solution
E19,2,428.434698133308,0.00040858716786695,Soup solution
E20,0,0.0,0.0,Soup solution
E21,0,0.0,0.0,Soup solution
E22,0,0.0,0.0,Soup solution
F03,20,15044.694518959823,0.0143477387609098,Soup solution
F04,30,44012.534979547905,0.0419736242099265,Soup solution
F05,0,0.0,0.0,Soup solution
F06,12,6622.084614685586,0.0063153120180946005,Soup solution
F07,0,0.0,0.0,Soup solution
F08,8,5377.228525700628,0.0051281247384077,Soup solution
F09,0,0.0,0.0,Soup solution
F10,0,0.0,0.0,Soup solution
F11,5,1987.450052477243,0.00189538007018775,Soup solution
F12,4,1945.0385516537808,0.0018549333111322,Soup solution
F13,0,141.7643684932394,0.00013519703721355,Soup solution
F14,6,2192.438973123977,0.00209087273895635,Soup solution
F15,4,2167.6989309769574,0.00206727879617395,Soup solution
F16,26,41974.42674553153,0.04002993273308895,Soup solution
F17,13,6115.5027992942305,0.005832197951597401,Soup solution
F18,3,3857.875778608266,0.0036791570459444,Soup solution
F19,8,5209.938716896974,0.0049685847443551,Soup solution
F20,3,4280.419990516093,0.00408212660838705,Soup solution
F21,0,0.0,0.0,Soup solution
F22,46,34023.44843837746,0.03244728893125285,Soup solution
G03,16,10450.507962166448,0.0099663810369171,Soup solution
G04,44,43406.60029648677,0.0413957598652713,Soup solution
G05,26,31741.08137554448,0.0302706540828175,Soup solution
G06,42,48115.45498513618,0.0458864736415254,Soup solution
G07,56,29990.428869331565,0.02860110175069,Soup solution
G08,27,10294.606426732056,0.009817701746685049,Soup solution
G09,18,20621.8068772451,0.01966648757671835,Soup solution
G10,8,6457.936398535519,0.00615876808026835,Soup solution
G11,6,3919.529534434965,0.00373795464938635,Soup solution
G12,14,7165.580143756619,0.00683362974525125,Soup solution
G13,9,5685.890003915827,0.005422487262645499,Soup solution
G14,5,7284.960664593031,0.00694747988185215,Soup solution
G15,5,3783.2629530855083,0.00360800071056885,Soup solution
G16,8,3460.4643079291573,0.0033001559333125,Soup solution
G17,20,9038.754763459532,0.008620028270206,Soup solution
G18,54,30352.890121739485,0.0289467717378039,Soup solution
G19,0,0.0,0.0,Magnesium chloride
G20,1,428.4346981333081,0.00040858716786694996,Magnesium chloride
G21,0,0.0,0.0,Magnesium chloride
G22,0,141.7643684932394,0.00013519703721355,Magnesium chloride
H03,6,4344.822639914684,0.004143545761027,Magnesium chloride
H04,0,0.0,0.0,Magnesium chloride
H05,2,736.3107781851077,0.0007022006780482,Magnesium chloride
H06,0,0.0,0.0,Magnesium chloride
H07,3,1321.0397108345082,0.00125984164317555,Magnesium chloride
H08,0,0.0,0.0,Magnesium chloride
H09,0,0.0,0.0,Magnesium chloride
H10,0,0.0,0.0,Magnesium chloride
H11,2,1603.7830496575893,0.0015294867035461,Magnesium chloride
H12,0,141.7643684932394,0.00013519703721355,Magnesium chloride
H13,0,0.0,0.0,Magnesium chloride
H14,6,4286.703175823272,0.0040881187208397,Magnesium chloride
H15,1,779.5076771719674,0.00074339645116035,Magnesium chloride
H16,2,3533.506337125119,0.00336981424057495,Magnesium chloride
H17,0,0.0,0.0,Magnesium chloride
H18,0,0.0,0.0,Magnesium chloride
H19,2,717.0685231818703,0.0006838498336619,Magnesium chloride
H20,4,2358.9433837642364,0.0022496637189524,Magnesium chloride
H21,0,0.0,0.0,Magnesium chloride
H22,0,0.0,0.0,Magnesium chloride
I03,19,12909.982310845557,0.01231191855511235,Magnesium chloride
I04,4,4457.919975443916,0.0042514037851752,Magnesium chloride
I05,2,459.85062466920596,0.00043854773013035,Magnesium chloride
I06,8,5196.194249037518,0.0049554769983649,Magnesium chloride
I07,76,44254.83031295602,0.0422046950463829,Magnesium chloride
I08,0,0.0,0.0,Magnesium chloride
I09,0,173.18029502913734,0.0001651575994769,Magnesium chloride
I10,22,21943.23928716131,0.020926703726922298,Magnesium chloride
I11,19,22863.72593466311,0.02180454820123965,Magnesium chloride
I12,11,9138.893029292707,0.0087155275624205,Magnesium chloride
I13,0,0.0,0.0,Magnesium chloride
I14,32,42163.70770291031,0.04021044512072585,Magnesium chloride
I15,6,5206.011726079985,0.0049648396740721995,Magnesium chloride
I16,8,3238.5893267693777,0.0030885594623273,Magnesium chloride
I17,0,0.0,0.0,Magnesium chloride
I18,2,824.6680715673207,0.0007864647594139501,Magnesium chloride
I19,18,8922.908534358412,0.0085095486968597,Magnesium chloride
I20,6,3516.227577530376,0.00335333593133005,Magnesium chloride
I21,50,21373.040220534764,0.02038291952184175,Magnesium chloride
I22,3,1172.2067588706914,0.00111790347945275,Magnesium chloride
J03,1,938.158106178252,0.0008946972905905001,Magnesium chloride
J04,22,7723.605538850507,0.00736580423245475,Magnesium chloride
J05,90,38325.07417930529,0.03654963891916775,Magnesium chloride
J06,47,31159.101336466963,0.02971563466688815,Magnesium chloride
J07,2,997.8483665964579,0.00095162235889095,Magnesium chloride
J08,2,2474.3969137836607,0.0023597687852703,Magnesium chloride
J09,0,0.0,0.0,Magnesium chloride
J10,0,0.0,0.0,Magnesium chloride
J11,10,4698.251813443536,0.00448060208649015,Magnesium chloride
J12,0,0.0,0.0,Magnesium chloride
J13,0,173.18029502913734,0.0001651575994769,Magnesium chloride
J14,0,0.0,0.0,Magnesium chloride
J15,2,565.8793767278615,0.0005396646277693,Magnesium chloride
J16,0,0.0,0.0,Magnesium chloride
J17,0,0.0,0.0,Magnesium chloride
J18,0,0.0,0.0,Magnesium chloride
J19,0,0.0,0.0,Magnesium chloride
J20,0,0.0,0.0,Magnesium chloride
J21,0,0.0,0.0,Magnesium chloride
J22,8,3105.0716389918116,0.0029612270727079,Magnesium chloride
K03,0,0.0,0.0,Magnesium chloride
K04,0,0.0,0.0,Magnesium chloride
K05,0,0.0,0.0,Magnesium chloride
K06,0,0.0,0.0,Magnesium chloride
K07,0,0.0,0.0,Magnesium chloride
K08,2,748.877148799467,0.0007141849029535,Magnesium chloride
K09,0,0.0,0.0,Magnesium chloride
K10,34,18201.99513581756,0.01735877526838065,Magnesium chloride
K11,4,3008.8603639756248,0.0028694728507762998,Magnesium chloride
K12,4,1971.3493901275954,0.0018800252820278,Magnesium chloride
K13,0,0.0,0.0,Magnesium chloride
K14,23,20073.206260111983,0.0191433012581939,Magnesium chloride
K15,9,3273.932244122263,0.00312226509487365,Magnesium chloride
K16,0,1110.160303962293,0.00105873136898255,Magnesium chloride
K17,0,0.0,0.0,Magnesium chloride
K18,0,628.3185307179587,0.0005992112452678,Magnesium chloride
K19,16,13722.869409961913,0.01308714810367765,Magnesium chloride
K20,17,13042.714600459727,0.012438501930675201,Magnesium chloride
K21,0,0.0,0.0,Magnesium chloride
K22,5,5544.518334504286,0.00528766473246025,Magnesium chloride
L11,4,2020.044076258237,0.001926464153536,Magnesium chloride
L12,32,15435.82280433175,0.014720747761089049,Magnesium chloride
L13,0,0.0,0.0,Magnesium chloride
L14,0,0.0,0.0,Magnesium chloride
L15,4,2836.4654671098842,0.0027050642653558997,Magnesium chloride
L16,16,6116.2881974576285,0.005832946965654,Magnesium chloride
L17,32,13681.636006383547,0.0130478248657069,Magnesium chloride
L18,2,2650.326102384689,0.0025275479339453,Magnesium chloride
L19,0,0.0,0.0,Magnesium chloride
L20,5,3009.253063057323,0.00286984735780455,Magnesium chloride
L21,34,14683.411363796997,0.0140031922948808,Magnesium chloride
L22,9,3570.4200508047993,0.00340501790123435,Magnesium chloride
