position,num_vesicles,area_vesicles,area_percent
C03,1,688.7941892995622,0.00065688532762485
C04,134,103727.9281389827,0.0989226609601809
C05,11,13584.246634122264,0.0129549471226904
C06,2,1048.1138490538947,0.0009995592585123499
C07,0,981.7477042468104,0.00093626757073095
C08,12,18250.297122866505,0.017404839632860603
C09,7,6940.956269024948,0.0066194117250679505
C10,4,2147.6712778103224,0.002048178937731
C11,62,81647.63687230853,0.0778652542803845
C12,198,131467.79857109886,0.12537746293172725
C13,0,0.0,0.0
C14,0,0.0,0.0
C15,0,0.0,0.0
C16,6,6402.958527097697,0.0061063370963074
C17,2,892.9977117828987,0.00085162898233685
C18,0,173.18029502913734,0.0001651575994769
C19,2,5782.886677095411,0.005514990498633751
C20,0,0.0,0.0
C21,10,12165.032152863077,0.011601478722441699
C22,7,4529.391208313085,0.0043195640643244
D03,2,820.3483816686347,0.0007823451821028
D04,0,0.0,0.0
D05,4,1709.4191026345463,0.00163022909415675
D06,6,5143.965271171587,0.004905667563602
D07,0,0.0,0.0
D08,10,10688.483605675876,0.010193332296062299
D09,8,6445.37002792116,0.0061467838553629995
D10,4,1725.9124640658927,0.00164595838934505
D11,8,3666.631325820987,0.00349677212316605
D12,0,173.18029502913734,0.0001651575994769
D13,2,1387.4058556415926,0.00132313333095695
D14,9,4209.734155810323,0.0040147153432944
D15,1,226.98006922186255,0.000216465062353
D16,7,5192.2672582205305,0.00495173192808195
D17,0,0.0,0.0
D18,0,0.0,0.0
D19,0,330.259927708627,0.0003149604107939
D20,3,3244.479812994859,0.0030941770677517
D21,26,21913.7868560339,0.020898615699800352
D22,6,9777.421736134835,0.00932447599042395
E03,0,113.49003461093127,0.0001082325311765
E04,2,1345.387053899829,0.0012830610789297
E05,0,0.0,0.0
E06,0,0.0,0.0
E07,0,0.0,0.0
E08,0,0.0,0.0
E09,4,1813.8770583664068,0.0017298479636825
E10,2,891.0342163744051,0.0008497564471954
E11,0,0.0,0.0
E12,0,265.4645792283375,0.00025316675112565
E13,0,226.1946710584651,0.0002157160482964
E14,187,166777.72920112137,0.1590516368876661
E15,12,11710.679315337653,0.0111681740907074
E16,8,5374.872331210438,0.0051258776962379
E17,12,14008.754341438587,0.0133597892202745
E18,2,1902.6270508303185,0.0018144865520765999
E19,0,173.18029502913734,0.0001651575994769
E20,0,113.49003461093127,0.0001082325311765
E21,20,14158.765390647495,0.0135028509050822
E22,67,55846.91450562066,0.053259768014546
F03,0,0.0,0.0
F04,25,31139.85908146373,0.0296972838225018
F05,4,2412.7431579569607,0.0023009711818283997
F06,4,1474.1923526970104,0.0014058993842095998
F07,14,9371.763584740052,0.008937610230197901
F08,4,5082.311515344887,0.0048468699601601
F09,0,330.259927708627,0.0003149604107939
F10,2,24120.362996099037,0.0230029706917753
F11,0,0.0,0.0
F12,1,748.4844497177683,0.0007138103959252501
F13,11,7920.347778781568,0.0075534322536292
F14,7,3645.0328763275575,0.00347617423660995
F15,6,4364.850293081319,0.0041626456194699
F16,168,53555.1226648269,0.0510741449974316
F17,0,141.7643684932394,0.00013519703721355
F18,4,4847.477464489051,0.00462291475724125
F19,0,0.0,0.0
F20,0,0.0,0.0
F21,0,0.0,0.0
F22,0,0.0,0.0
G03,4,1404.2919161546374,0.00133923713317355
G04,74,59650.9905100362,0.056887617597614404
G05,0,173.18029502913734,0.0001651575994769
G06,1,984.4965978187013,0.0009388891199289501
G07,0,0.0,0.0
G08,0,0.0,0.0
G09,3,2420.597139590936,0.00230846132239425
G10,3,4082.892352421635,0.00389374957315595
G11,0,0.0,0.0
G12,0,0.0,0.0
G13,0,0.0,0.0
G14,0,0.0,0.0
G15,2,1548.0197800563706,0.00147630670552855
G16,0,0.0,0.0
G17,2,1038.2963720114267,0.00099019658280505
G18,0,0.0,0.0
G19,0,0.0,0.0
G20,2,1236.6094082692823,0.0011793226320927
G21,42,63467.240185984396,0.06052707689855995
G22,4,4521.144527597411,0.004311699416730251
H03,58,65058.84956410932,0.062044953884228954
H04,18,22260.540145173873,0.021229305405782502
H05,4,2602.416814417445,0.00248185807649365
H06,4,2960.5583769266814,0.0028234084862963
H07,54,77504.26886130529,0.0739138306248715
H08,8,5897.947508033138,0.0056247210579234
H09,6,7334.83344796877,0.0069950422744452494
H10,13,14578.953408065134,0.013903573425355
H11,0,0.0,0.0
H12,2,512.8650006985338,0.00048910617894985
H13,3,3325.375823824796,0.0031713255155799503
H14,24,37747.021131044756,0.03599836457352135
H15,0,0.0,0.0
H16,5,2774.8117112831846,0.0026462666619139997
H17,6,3582.986421419159,0.0034170021261397503
H18,4,5078.777223609599,0.00484349939690545
H19,0,0.0,0.0
H20,0,0.0,0.0
H21,0,0.0,0.0
H22,0,0.0,0.0
I03,2,520.7189823325082,0.0004965963195157
I04,3,4485.016212081128,0.0042772447701274
I05,2,611.8251692866122,0.0005834819500794999
I06,3,6363.688618927825,0.0060688863934782004
I07,0,0.0,0.0
I08,12,7811.962832232719,0.00745006831382055
I09,4,3675.663404700058,0.00350538578481675
I10,2,773.6171909464865,0.0007377788457359499
I11,3,4684.507345584081,0.0044674943404999
I12,15,17336.879058835275,0.016533736285052503
I13,10,4154.363585290802,0.00396190985230515
I14,6,4073.0748753791663,0.0038843868974486498
I15,2,2075.807345859456,0.00197964415155355
I16,1,399.37496608760244,0.0003808736477733
I17,39,35635.47816875073,0.03398464028239315
I18,8,8003.5999841016965,0.00763282774362725
I19,0,0.0,0.0
I20,0,402.1238596594935,0.0003834951969714
I21,0,0.0,0.0
I22,0,0.0,0.0
J03,0,0.0,0.0
