position,num_vesicles,area_vesicles,area_percent
C03,0,0.0,0.0
C04,7,7294.385442553801,0.00695646805053115
C05,0,0.0,0.0
C06,2,611.8251692866122,0.0005834819500794999
C07,8,8173.245987395546,0.007794614779849499
C08,16,13844.60612528852,0.013203245282448251
C09,18,7276.713983877358,0.006939615234258
C10,0,0.0,0.0
C11,4,3412.555019961913,0.00325446607586085
C12,29,20149.782581043233,0.0192163301287109
C13,4,2062.0628780000006,0.0019665364055633
C14,41,31493.288254992578,0.030034340147965
C15,2,665.6249434793374,0.0006347894129556
C16,1,399.76766516930115,0.00038124815480165
C17,4,2522.306201750905,0.002405458642722
C18,0,377.3838175124739,0.00035990125418895
C19,0,0.0,0.0
C20,2,1059.8948215048563,0.0010107944693611
C21,0,265.4645792283375,0.00025316675112565
C22,2,1549.9832754648642,0.00147817924067005
D03,0,0.0,0.0
D04,0,0.0,0.0
D05,0,0.0,0.0
D06,1,547.4225198880215,0.00052206279743955
D07,0,402.1238596594935,0.0003834951969714
D08,0,0.0,0.0
D09,0,0.0,0.0
D10,0,330.259927708627,0.0003149604107939
D11,2,3354.435555870502,0.0031990390356736002
D12,74,40752.73990236679,0.0388648413680713
D13,6,4541.172180764046,0.00433079927517315
D14,2,838.0198403450772,0.0007991979983758999
D15,1,380.9181092477624,0.0003632718174436
D16,49,18547.96302679414,0.017688715960306252
D17,22,12611.923707836224,0.012027667720638449
D18,4,2488.5340807248153,0.0023732510382888
D19,0,0.0,0.0
D20,0,330.259927708627,0.0003149604107939
D21,0,0.0,0.0
D22,0,0.0,0.0
E03,1,710.7853378746908,0.0006778577212091499
E04,2,664.83954531594,0.000634040398899
E05,0,0.0,0.0
E06,0,226.1946710584651,0.0002157160482964
E07,0,0.0,0.0
E08,0,0.0,0.0
E09,0,0.0,0.0
E10,0,0.0,0.0
E11,0,0.0,0.0
E12,4,2991.581604380881,0.0028529945415313998
E13,0,0.0,0.0
E14,18,10587.952640761,0.01009745849681945
E15,2,6402.173128934299,0.0061055880822508
E16,37,18299.777207160543,0.01745202751842545
E17,2,766.1559083942108,0.00073066321219845
E18,3,938.158106178252,0.00089469729059045
E19,0,0.0,0.0
E20,0,0.0,0.0
E21,0,0.0,0.0
E22,0,367.9590395517045,0.00035091308550995
F03,0,113.49003461093127,0.0001082325311765
F04,0,173.18029502913734,0.0001651575994769
F05,0,0.0,0.0
F06,2,1476.155848105504,0.00140777191935105
F07,11,6130.425364398783,0.0058464292186725005
F08,55,31857.320303727298,0.03038150816319205
F09,0,0.0,0.0
F10,0,402.1238596594935,0.0003834951969714
F11,0,0.0,0.0
F12,0,0.0,0.0
F13,0,0.0,0.0
F14,0,0.0,0.0
F15,8,4618.926598940393,0.004404951666775099
F16,4,2000.4091221733006,0.0019077388021214
F17,56,36505.69933379509,0.0348145478570891
F18,2,1127.4390635570371,0.0010752096782274
F19,1,399.37496608760244,0.0003808736477733
F20,2,3658.777344187013,0.0034892819826002
F21,1,732.3837873681205,0.0006984556077653001
F22,1,367.9590395517045,0.00035091308550995
G03,60,81078.6159029271,0.07732259359638885
G04,8,5099.590274939632,0.00486334826940495
G05,8,10196.038957225674,0.00972370048258365
G06,6,7389.418620324892,0.0070470987513779
G07,0,0.0,0.0
G08,0,0.0,0.0
G09,1,438.64487425747484,0.00041832435060255
G10,3,3728.285081647687,0.0035555697266079498
G11,18,11764.87178861208,0.011219856060611749
G12,0,0.0,0.0
G13,0,0.0,0.0
G14,0,0.0,0.0
G15,0,0.0,0.0
G16,0,0.0,0.0
G17,3,1403.1138189095414,0.0013381136120887
G18,2,3112.532921544088,0.00296834270624545
G19,60,53722.01977454887,0.051233310484455855
G20,1,622.4280444924777,0.0005935936398434
G21,278,262777.7321113549,0.25060437403808106
G22,51,42724.481991576096,0.04074524115712745
H03,0,226.1946710584651,0.0002157160482964
H04,19,13756.641530988007,0.01311935570811075
H05,16,10761.13293579014,0.0102626160962964
H06,4,1900.663555421825,0.00181261401693515
H07,9,6148.096823075227,0.00586328203494565
H08,31,23563.51569825024,0.0224719197256567
H09,43,44206.52832590707,0.04215863068190295
H10,21,16191.375837520096,0.0154412992835236
H11,2,1125.4755681485433,0.00107333714308595
H12,2,572.5552611167398,0.00054603124725025
H13,1,550.5641125416113,0.0005250588536659
H14,8,4523.893421169302,0.0043143209659283
H15,0,0.0,0.0
H16,0,0.0,0.0
H17,0,768.9048019661018,0.0007332847613965
H18,0,0.0,0.0
H19,0,0.0,0.0
H20,2,890.2488182110076,0.0008490074331388
H21,0,0.0,0.0
H22,2,1209.905870713769,0.00115385615416885
I03,0,0.0,0.0
I04,0,0.0,0.0
I05,0,0.0,0.0
I06,2,2216.786316189298,0.0021140921747105
I07,2,933.838416279566,0.0008905777132793
I08,32,22708.217098310422,0.021656243418035848
I09,10,5562.975191344127,0.00530526656279
I10,2,729.6348937962294,0.0006958340585672
I11,0,0.0,0.0
I12,25,15951.043999520476,0.01521210098220865
I13,6,2803.0860451654926,0.00267323116795105
I14,4,1067.748803138831,0.00101828460992695
I15,0,0.0,0.0
I16,1,1227.184630308513,0.00117033446341365
I17,0,0.0,0.0
I18,0,0.0,0.0
I19,0,173.18029502913734,0.0001651575994769
I20,0,0.0,0.0
I21,0,0.0,0.0
I22,0,0.0,0.0
J03,0,0.0,0.0
J04,0,0.0,0.0
J05,0,0.0,0.0
J06,0,0.0,0.0
J07,0,0.0,0.0
J08,0,0.0,0.0
J09,1,806.2112147274806,0.00076886292908425
J10,1,831.343955956199,0.00079283137889495
