position,num_vesicles,area_vesicles,area_percent,batch
C03,0,0.0,0.0,Citrate
C04,0,173.18029502913734,0.0001651575994769,Citrate
C05,0,0.0,0.0,Citrate
C06,0,0.0,0.0,Citrate
C07,0,113.49003461093127,0.0001082325311765,Citrate
C08,0,173.18029502913734,0.0001651575994769,Citrate
C09,0,0.0,0.0,Citrate
C10,0,0.0,0.0,Citrate
C11,0,0.0,0.0,Citrate
C12,284,116295.08415150526,0.11090763487959404,Citrate
C13,0,0.0,0.0,Citrate
C14,0,0.0,0.0,Citrate
C15,0,0.0,0.0,Citrate
C16,0,0.0,0.0,Citrate
C17,0,0.0,0.0,Citrate
C18,88,32325.81030819387,0.03082829504794485,Citrate
C19,0,0.0,0.0,Citrate
C20,0,0.0,0.0,Citrate
C21,0,0.0,0.0,Citrate
C22,0,0.0,0.0,Citrate
D03,6,1923.0474030786518,0.0018339609175477998,Citrate
D04,0,0.0,0.0,Citrate
D05,0,0.0,0.0,Citrate
D06,0,0.0,0.0,Citrate
D07,28,14746.63591595049,0.0140634879264359,Citrate
D08,210,95108.96869385909,0.09070298070321944,Citrate
D09,0,0.0,0.0,Citrate
D10,37,14628.82619144087,0.01395113581794815,Citrate
D11,0,0.0,0.0,Citrate
D12,0,0.0,0.0,Citrate
D13,0,0.0,0.0,Citrate
D14,0,0.0,0.0,Citrate
D15,0,0.0,0.0,Citrate
D16,4,1544.8781874027807,0.00147331064930225,Citrate
D17,0,0.0,0.0,Citrate
D18,0,0.0,0.0,Citrate
D19,0,0.0,0.0,Citrate
D20,0,0.0,0.0,Citrate
D21,0,0.0,0.0,Citrate
D22,0,0.0,0.0,Citrate
E03,26,6933.102287390974,0.00661192158450215,Citrate
E04,2,2036.9301367712824,0.0019425679557526,Citrate
E05,233,78093.71018293507,0.07447596567433835,Citrate
E06,1,1598.2852625138073,0.00152424360515,Citrate
E07,0,173.18029502913734,0.0001651575994769,Citrate
E08,0,0.0,0.0,Citrate
E09,0,173.18029502913734,0.0001651575994769,Citrate
E10,0,0.0,0.0,Citrate
E11,0,0.0,0.0,Citrate
E12,0,0.0,0.0,Citrate
E13,0,0.0,0.0,Citrate
E14,12,7078.0082485378025,0.0067501146779420495,Citrate
E15,0,113.49003461093127,0.0001082325311765,Citrate
E16,0,0.0,0.0,Citrate
E17,0,0.0,0.0,Citrate
E18,0,0.0,0.0,Citrate
E19,0,0.0,0.0,Citrate
E20,406,170219.34395312896,0.16233381648362055,Citrate
E21,0,0.0,0.0,Citrate
E22,0,0.0,0.0,Citrate
F03,0,0.0,0.0,Citrate
F04,0,0.0,0.0,Citrate
F05,0,0.0,0.0,Citrate
F06,180,61318.39081092898,0.058477774439743946,Citrate
F07,21,9451.088799243193,0.009013260649913,Citrate
F08,0,0.0,0.0,Citrate
F09,0,0.0,0.0,Citrate
F10,8,3496.59262344544,0.0033346105799154,Citrate
F11,4,10176.01130405904,0.00970460062414075,Citrate
F12,0,0.0,0.0,Citrate
F13,0,0.0,0.0,Citrate
F14,0,0.0,0.0,Citrate
F15,116,64537.345183613426,0.06154760855065665,Citrate
F16,10,5424.352415504476,0.0051730655818028,Citrate
F17,0,141.7643684932394,0.00013519703721355,Citrate
F18,54,26231.120560229676,0.0250159459688469,Citrate
F19,2,588.6559234663874,0.00056138603541025,Citrate
F20,0,0.0,0.0,Citrate
F21,0,0.0,0.0,Citrate
F22,0,113.49003461093127,0.0001082325311765,Citrate
G03,0,113.49003461093127,0.0001082325311765,Citrate
G04,20,6847.886586662351,0.006530653559362699,Citrate
G05,0,0.0,0.0,Citrate
G06,0,0.0,0.0,Citrate
G07,14,17119.323767574177,0.016326259391378502,Citrate
G08,0,0.0,0.0,Citrate
G09,0,0.0,0.0,Citrate
G10,0,0.0,0.0,Citrate
G11,20,10112.394052823845,0.00964393048555735,Citrate
G12,0,173.18029502913734,0.0001651575994769,Citrate
G13,200,77689.62282786709,0.0740905979422255,Citrate
G14,0,0.0,0.0,Citrate
G15,0,0.0,0.0,Citrate
G16,2,2042.820622996763,0.00194818556117695,Citrate
G17,0,173.18029502913734,0.0001651575994769,Citrate
G18,0,0.0,0.0,Citrate
G19,6,1755.3648951932967,0.00167404641646695,Bicine
G20,21,14732.498749009334,0.01405000567341735,Bicine
G21,15,9803.33987552695,0.00934919345429125,Bicine
G22,10,3793.865828291374,0.00361811240033275,Bicine
H03,4,1108.5895076354982,0.00105723334086935,Bicine
H04,16,4677.831461195201,0.00446112772101895,Bicine
H05,2,453.9601384437251,0.000432930124706,Bicine
H06,0,0.0,0.0,Bicine
H07,0,0.0,0.0,Bicine
H08,95,33957.474992652074,0.032384371750499755,Bicine
H09,3,1132.5441516191204,0.00108007826959525,Bicine
H10,9,4406.083696659685,0.0042019688574406,Bicine
H11,0,141.7643684932394,0.00013519703721355,Bicine
H12,0,0.0,0.0,Bicine
H13,46,20531.09338937269,0.01957997645318285,Bicine
H14,60,23294.909526368312,0.0222157569183047,Bicine
H15,96,35565.57773220835,0.0339179780313571,Bicine
H16,5,1219.7233477562372,0.0011632188298761502,Bicine
H17,2,1315.9346227724247,0.0012549730518077499,Bicine
H18,0,0.0,0.0,Bicine
H19,4,1140.3981332530948,0.0010875684101611,Bicine
H20,6,3146.697741651876,0.0030009248177069,Bicine
H21,8,3008.8603639756243,0.0028694728507762998,Bicine
H22,5,1247.6049825568466,0.0011898088288849,Bicine
I03,5,2883.1966578320325,0.0027496306017226997,Bicine
I04,23,14607.227741947438,0.013930537931392099,Bicine
I05,0,0.0,0.0,Bicine
I06,25,12847.54315685546,0.01225237193761385,Bicine
I07,9,2187.3338850618934,0.0020860041475886,Bicine
I08,136,82368.63238630739,0.07855284918432935,Bicine
I09,38,11720.104093298422,0.0111771622593864,Bicine
I10,114,36683.592017804614,0.03498419954090555,Bicine
I11,6,2568.2519943096554,0.0024492759650322,Bicine
I12,78,29125.312792349272,0.027776062767361852,Bicine
I13,32,11482.128449788994,0.01095021100024125,Bicine
I14,14,5134.933192292517,0.0048970539019513,Bicine
I15,36,10296.962621222247,0.0098199487888548,Bicine
I16,1,407.2289477215769,0.0003883637883392,Bicine
I17,44,15519.075009651882,0.014800143251087049,Bicine
