position,num_vesicles,area_vesicles,area_percent,batch
I18,25,9148.710506335176,0.00872489023812785,Bicine
I19,1,438.64487425747484,0.00041832435060255,Bicine
I20,112,37252.22028810437,0.0355264857178729,Bicine
I21,12,4680.187655685393,0.0044633747631887,Bicine
I22,4,2359.7287819276335,0.00225041273300895,Bicine
J03,0,0.0,0.0,Bicine
J04,0,0.0,0.0,Bicine
J05,0,0.0,0.0,Bicine
J06,0,330.259927708627,0.0003149604107939,Bicine
J07,2,573.3406592801373,0.0005467802613068,Bicine
J08,18,9654.114224481433,0.00920688078354015,Bicine
J09,0,0.0,0.0,Bicine
J10,10,3268.4344569784807,0.0031170219964774997,Bicine
J11,19,8061.719448193107,0.0076882547838145,Bicine
J12,0,173.18029502913734,0.0001651575994769,Bicine
J13,16,5117.261733616074,0.004880201085678149,Bicine
J14,1,472.0242962018664,0.00045015744800745,Bicine
J15,18,6677.4551852051045,0.006368117509083799,Bicine
J16,48,18492.199757192917,0.0176355359622887,Bicine
J17,0,265.4645792283375,0.00025316675112565,Bicine
J18,0,0.0,0.0,Bicine
J19,76,50732.40166557647,0.0483821884780659,Bicine
J20,1,255.25440310417068,0.00024342956839005,Bicine
J21,0,0.0,0.0,Bicine
J22,11,4268.2463189834325,0.00407051689050995,Bicine
K03,0,0.0,0.0,Bicine
K04,4,1306.509844811655,0.00124598488312875,Bicine
K05,0,0.0,0.0,Bicine
K06,0,113.49003461093127,0.0001082325311765,Bicine
K07,1,255.25440310417068,0.00024342956839005,Bicine
K08,0,113.49003461093127,0.0001082325311765,Bicine
K09,0,0.0,0.0,Bicine
K10,0,0.0,0.0,Bicine
K11,6,2634.225440035041,0.0025121931457853,Bicine
K12,57,34795.49483299715,0.0331835697488757,Bicine
K13,6,1647.7653468078465,0.0015714314907148501,Bicine
K14,44,25792.082986890502,0.024597247111216,Bicine
K15,37,10724.219222110456,0.0102274124356369,Bicine
K16,62,47205.96391192193,0.045019115364000196,Bicine
K17,26,9312.858722485242,0.00888143417595405,Bicine
K18,98,29272.57494798629,0.0279165029029715,Bicine
K19,38,16689.318273114077,0.01591617419539835,Bicine
K20,102,30487.978605843844,0.02907560215553645,Bicine
K21,7,1937.184570019806,0.00184744317056635,Bicine
K22,30,10126.531219765,0.00965741273857585,Bicine
L11,5,1307.6879420567514,0.00124710840421365,Bicine
L12,2,368.744437715102,0.00035166209956655003,Bicine
L13,32,11943.549870785,0.0113902567584848,Bicine
L14,10,3595.160092951819,0.0034286118440168,Bicine
L15,56,30991.811527663307,0.029556094672835598,Bicine
L16,32,10038.566625464488,0.009573523164238349,Bicine
L17,13,4699.429910688632,0.004481725607575,Bicine
L18,12,4719.850262936965,0.0045011999730462,Bicine
L19,54,15828.12918694878,0.015094880282353151,Bicine
L20,5,1560.9788497524282,0.0014886654374622,Bicine
L21,32,9886.199381765378,0.00942821443726095,Bicine
L22,96,37113.204813183016,0.0353939102298574,Bicine
