position,num_vesicles,area_vesicles,area_percent,batch
E08,928.0,393936.8692042385,0.3756874744455705,Water
E09,254.0,96907.53048803925,0.09241822289279865,Water
E10,590.0,324606.63172849215,0.3095690076146051,Water
E11,34.0,10812.183816410974,0.010311302009974401,Water
E12,0.0,0.0,0.0,Water
E13,0.0,0.0,0.0,Water
E14,0.0,0.0,0.0,Water
E15,119.0,67641.63142444183,0.06450808660930805,Water
E16,0.0,0.0,0.0,Water
E17,12.0,4841.58697826357,0.00461729715181685,Water
E18,0.0,0.0,0.0,Water
E19,0.0,0.0,0.0,Water
E20,58.0,51504.44806019616,0.04911846929568875,Water
E21,70.0,51454.967975902124,0.0490712814101239,Water
E22,0.0,0.0,0.0,Water
F03,0.0,0.0,0.0,Water
F04,4.0,1789.137016219387,0.0017062540209001,Water
F05,0.0,0.0,0.0,Water
F06,5.0,2275.6911784441063,0.0021702682289543498,Water
F07,0.0,226.1946710584651,0.0002157160482964,Water
F08,1.0,707.2510461394022,0.00067448715795455,Water
F09,0.0,173.18029502913734,0.0001651575994769,Water
F10,0.0,226.1946710584651,0.0002157160482964,Water
F11,0.0,173.18029502913734,0.0001651575994769,Water
F12,4.0,2124.8947310717963,0.0020264575300901,Water
F13,0.0,0.0,0.0,Water
F14,42.0,19207.304784966298,0.01831751326080915,Water
F15,16.0,5889.700827317464,0.00561685641032925,Water
F16,3.0,1611.6370312915637,0.0015369768441119498,Water
F17,0.0,0.0,0.0,Water
F18,161.0,117381.28981148393,0.1119435213198508,Water
F19,0.0,0.0,0.0,Water
F20,1.0,854.5132017764238,0.0008149272935642,Water
F21,46.0,21076.94511293392,0.02010054122250925,Water
F22,206.0,67532.4610797296,0.06440397365544276,Water
G03,58.0,59392.987213360146,0.05664156648002634,Water
G04,944.0,421822.8236947466,0.40228159303164157,Water
G05,1.0,443.7499623195583,0.00042319294197040003,Water
G06,164.0,103654.493410705,0.09885262814589024,Water
G07,166.0,63568.16384998096,0.060623325204831054,Water
G08,296.0,113203.3642812912,0.10795914104584806,Water
G09,0.0,0.0,0.0,Water
G10,0.0,0.0,0.0,Water
G11,0.0,0.0,0.0,Water
G12,164.0,62473.71150928663,0.059579574116980144,Water
G13,0.0,0.0,0.0,Water
G14,0.0,0.0,0.0,Water
G15,14.0,5656.044873706724,0.0053940247284952995,Water
G16,555.0,201266.52605131178,0.1919427166474454,Water
G17,674.0,265899.297111778,0.25358133040597725,Water
G18,910.0,339919.53972025216,0.3241725346758386,Water
G19,1.0,399.37496608760244,0.0003808736477733,NaCl
G20,0.0,0.0,0.0,NaCl
G21,0.0,0.0,0.0,NaCl
G22,0.0,0.0,0.0,NaCl
H03,0.0,0.0,0.0,NaCl
H04,0.0,0.0,0.0,NaCl
H05,7.0,3099.9665509297274,0.0029563584813401,NaCl
H06,0.0,0.0,0.0,NaCl
H07,0.0,0.0,0.0,NaCl
H08,0.0,0.0,0.0,NaCl
H09,0.0,0.0,0.0,NaCl
H10,0.0,0.0,0.0,NaCl
H11,0.0,0.0,0.0,NaCl
H12,0.0,0.0,0.0,NaCl
H13,0.0,0.0,0.0,NaCl
H14,83.0,32923.10561145763,0.0313979202379776,NaCl
H15,152.0,53001.02426055,0.05054571558051105,NaCl
H16,6.0,1503.6447838244148,0.00143398741133155,NaCl
H17,29.0,9460.513577203963,0.00902224881859195,NaCl
H18,10.0,3265.68556340659,0.00311440044727945,NaCl
H19,538.0,201047.3999637239,0.1917337417256583,NaCl
H20,0.0,0.0,0.0,NaCl
H21,1.0,346.3605900582747,0.0003303151989538,NaCl
H22,0.0,330.259927708627,0.0003149604107939,NaCl
I03,15.0,9770.353152664255,0.009317734863914701,NaCl
I04,0.0,0.0,0.0,NaCl
I05,130.0,39805.54971730947,0.03796153041583005,NaCl
I06,2.0,972.7156253677396,0.00092765390908025,NaCl
I07,463.0,156042.12170564162,0.14881336374820858,NaCl
I08,0.0,0.0,0.0,NaCl
I09,0.0,0.0,0.0,NaCl
I10,66.0,20694.456207359366,0.019735771376952448,NaCl
I11,0.0,141.7643684932394,0.00013519703721355,NaCl
I12,562.0,241126.26824189568,0.2299559290331799,NaCl
I13,0.0,0.0,0.0,NaCl
I14,2.0,1362.6658134945728,0.00129953938817455,NaCl
I15,16.0,5435.740688873739,0.00518392628562325,NaCl
I16,38.0,13752.71454017102,0.01311561063782785,NaCl
I17,0.0,0.0,0.0,NaCl
I18,0.0,0.0,0.0,NaCl
I19,145.0,57089.80709919712,0.05444508275909145,NaCl
I20,106.0,36312.49138559932,0.0346302903991692,NaCl
I21,36.0,9387.471548008003,0.0089525905113296,NaCl
I22,0.0,0.0,0.0,NaCl
J03,0.0,0.0,0.0,NaCl
J04,0.0,0.0,0.0,NaCl
J05,171.0,57942.356805565054,0.05525813751751425,NaCl
J06,2.0,708.4291433844984,0.00067561067903945,NaCl
J07,7.0,2363.2630736629217,0.0022537832962636,NaCl
J08,0.0,0.0,0.0,NaCl
J09,0.0,0.0,0.0,NaCl
J10,0.0,0.0,0.0,NaCl
J11,4.0,1143.539725906685,0.0010905644663874,NaCl
J12,0.0,0.0,0.0,NaCl
J13,0.0,0.0,0.0,NaCl
J14,0.0,0.0,0.0,NaCl
J15,0.0,0.0,0.0,NaCl
J16,4.0,1272.345024703866,0.00121340277166735,NaCl
J17,0.0,0.0,0.0,NaCl
J18,0.0,0.0,0.0,NaCl
J19,0.0,377.3838175124739,0.00035990125418895,NaCl
J20,12.0,8415.541320803659,0.00802568561630595,NaCl
J21,0.0,0.0,0.0,NaCl
J22,50.0,22570.772419715868,0.02152516595813355,NaCl
K03,0.0,0.0,0.0,NaCl
K04,1.0,226.98006922186255,0.000216465062353,NaCl
K05,0.0,113.49003461093127,0.0001082325311765,NaCl
K06,1.0,438.64487425747484,0.0004183243506026,NaCl
K07,68.0,21504.98711198553,0.020508753883348,NaCl
K08,0.0,0.0,0.0,NaCl
K09,0.0,0.0,0.0,NaCl
K10,0.0,0.0,0.0,NaCl
K11,0.0,0.0,0.0,NaCl
K12,0.0,0.0,0.0,NaCl
K13,4.0,822.7045761588271,0.00078459222427255,NaCl
K14,3.0,1732.1956493730722,0.0016519505017976999,NaCl
K15,584.0,214152.9464172554,0.20423216478086031,NaCl
K16,0.0,0.0,0.0,NaCl
K17,0.0,0.0,0.0,NaCl
K18,130.0,42231.64464404419,0.04027523483662045,NaCl
K19,2.0,1807.5938730592272,0.0017238558512298,NaCl
K20,608.0,289752.62473232194,0.27632963631851376,NaCl
K21,0.0,0.0,0.0,NaCl
K22,4.0,4879.286090106647,0.00465324982653295,NaCl
L11,,,,NaCl
L12,,,,NaCl
L13,0.0,0.0,0.0,NaCl
L14,0.0,0.0,0.0,NaCl
L15,104.0,37454.46031517921,0.0357193568374435,NaCl
L16,218.0,81497.23312401792,0.07772181808854856,NaCl
L17,27.0,8748.942841165874,0.00834364208332615,NaCl
L18,0.0,0.0,0.0,NaCl
L19,0.0,0.0,0.0,NaCl
L20,0.0,0.0,0.0,NaCl
L21,227.0,78464.81081514036,0.07482987481607464,NaCl
L22,104.0,37858.94036932889,0.03610509907658465,NaCl
